GDA	Gda
CHRM1	Chrm1
ZFAND2B	Zfand2b
CD99L2	Cd99l2
GPR15	Gpr15
C18orf34	4921528I01Rik
GPR17	Gpr17
C18orf32	BC031181
GPR12	Gpr12
ADAMTS18	Adamts18
ADAMTS17	Adamts17
TYRP1	Tyrp1
ADAMTS19	Adamts19
ADAMTS14	Adamts14
ADAMTS13	Adamts13
ADAMTS16	Adamts16
ADAMTS15	Adamts15
TMEM254	Tmem254a
KITLG	Kitl
OXTR	Oxtr
PF4	Pf4
WBP11	Wbp11
TMEM256	Tmem256
TMEM259	Tmem259
IVNS1ABP	Ivns1abp
TMEM258	Tmem258
C18orf63	Gm17266
WDPCP	Wdpcp
TMEM251	Tmem251
TMEM252	Tmem252
TMEM253	Tmem253
DAD1	Dad1
ADAMTS10	Adamts10
ADAMTS12	Adamts12
HHATL	Hhatl
CCP110	Ccp110
PDF	Pdf
TMEM268	Tmem268
TMEM267	Gm7120
TMEM266	Tmem266
WBP1L	Wbp1l
TMEM269	4930538K18Rik
OXSM	Oxsm
TMEM260	Tmem260
TMEM263	Tmem263
TMEM261	Tmem261
TMEM262	BC048609
IFT172	Ift172
PDC	Pdc
TSSK1B	Tssk1
C18orf54	4930503L19Rik
MOCOS	Mocos
S100A4	S100a4
S100A3	S100a3
HRNR	Hrnr
S100A6	S100a6
S100A5	S100a5
S100A8	S100a8
SRP68	Srp68
S100A9	S100a9
LEMD2	Lemd2
LEMD3	Lemd3
LEMD1	Lemd1
NONO	Nono
CHRNA9	Chrna9
COL4A3BP	Col4a3bp
CHRNA5	Chrna5
FAM53A	Fam53a
CHRNA4	Chrna4
FAM53C	Fam53c
CHRNA7	Chrna7
FAM53B	Fam53b
CHRNA6	Chrna6
CHRNA1	Chrna1
CHRNA3	Chrna3
S100A1	S100a1
CHRNA2	Chrna2
OXR1	Oxr1
STRN3	Strn3
MDGA1	Mdga1
MDGA2	Mdga2
STRN4	Strn4
KIAA0141	0610009O20Rik
GSTT1	Gstt1
GSTT2	Gstt2
PRELP	Prelp
DCLRE1C	Dclre1c
DCLRE1A	Dclre1a
NOP2	Nop2
DCLRE1B	Dclre1b
NOP9	Nop9
SRP72	Srp72
RFESD	Rfesd
CA5A	Car5a
CA5B	Car5b
DAG1	Dag1
FCGRT	Fcgrt
PXK	Pxk
CAPZB	Capzb
PXN	Pxn
SOWAHA	Sowaha
KIAA0146	2310008H04Rik
NOM1	Nom1
SLC4A1AP	Slc4a1ap
FAM55C	Fam55c
FAM55B	Fam55b
MOCS1	Mocs1
FAM55D	Fam55d
MOCS3	Mocs3
MOCS2	Mocs2
ECM2	Ecm2
ECM1	Ecm1
SOWAHD	Sowahd
SOWAHC	Sowahc
SOWAHB	Sowahb
CHRNB4	Chrnb4
CHRNB3	Chrnb3
QPRT	Qprt
CHRNB2	Chrnb2
CHRNB1	Chrnb1
PYY	Pyy
PDZK1	Pdzk1
FAM54B	Fam54b
FAM54A	Fam54a
SLC16A13	Slc16a13
SLC27A1	Slc27a1
SLC16A14	Slc16a14
SLC16A10	Slc16a10
SUSD1	Susd1
BCAR1	Bcar1
SLC16A11	Slc16a11
SLC16A12	Slc16a12
SUSD2	Susd2
UVRAG	Uvrag
ZBBX	Zbbx
FAM57A	Fam57a
FAM57B	Fam57b
ASGR1	Asgr1
ASGR2	Asgr2
ASH2L	Ash2l
GSTZ1	Gstz1
NOS3	Nos3
NOS2	Nos2
TOMM34	Tomm34
NOTO	Noto
KIAA0182	Gse1
INPPL1	Inppl1
GMPR	Gmpr
GMPS	Gmps
FOXD4L1	Foxd4
ASH1L	Ash1l
SUSD6	Susd6
TOMM20	Tomm20
MOSPD3	Mospd3
SUSD5	Susd5
SLC27A6	Slc27a6
TOMM22	Tomm22
MOSPD2	Mospd2
SUSD4	Susd4
MOSPD1	Mospd1
SUSD3	Susd3
SLC27A3	Slc27a3
SLC27A2	Slc27a2
SLC27A5	Slc27a5
SLC27A4	Slc27a4
KIAA0195	2310067B10Rik
BCAT1	Bcat1
BCAT2	Bcat2
ECH1	Ech1
CA14	Car14
CA13	Car13
KIAA0196	E430025E21Rik
FAM59B	Fam59b
FAM59A	Fam59a
MNF1	2900010M23Rik
GMNC	Gmnc
PREPL	Prepl
BCAS3	Bcas3
BCAS2	Bcas2
ECI1	Eci1
BCAS1	Bcas1
IL18R1	Il18r1
ECI2	Eci2
NOS1	Nos1
GMNN	Gmnn
SETBP1	Setbp1
MAPK11	Mapk11
MAPK10	Mapk10
FAM58A	Fam58b
BRMS1	Brms1
MAPK12	Mapk12
RRNAD1	Rrnad1
PYGM	Pygm
PYGL	Pygl
MAPK13	Mapk13
MAPK14	Mapk14
MAPK15	Mapk15
PHF21B	Phf21b
C20orf96	6820408C15Rik
PHF21A	Phf21a
C20orf94	2210009G21Rik
LUC7L	Luc7l
PYGB	Pygb
BCAR3	Bcar3
APOBEC2	Apobec2
TUSC2	Tusc2
TUSC1	Tusc1
TUSC3	Tusc3
APOBEC1	Apobec1
TUSC5	Tusc5
APOBEC4	Apobec4
PYM1	Pym1
PI4K2B	Pi4k2b
TOMM70	Tomm70a
GSTM5	Gstm5
PNP	Pnp
PNN	Pnn
GSTM1	Gstm1
GLT8D1	Glt8d1
GLT8D2	Glt8d2
GSTM2	Gstm2
GSTM3	Gstm5
CISD2	Cisd2
CISD1	Cisd1
GSTM4	Gstm4
CISD3	Cisd3
MBD3L1	Mbd3l1
MBD3L2	Mbd3l2
DARS	Dars
CA10	Car10
CA12	Car12
CA11	Car11
POR	Por
PTHLH	Pthlh
DARC	Darc
PI4K2A	Pi4k2a
SLC38A1	Slc38a1
SLC38A5	Slc38a5
SLC38A4	Slc38a4
TSHZ3	Tshz3
PPY	Ppy
SLC38A3	Slc38a3
TSHZ2	Tshz2
EIF4E3	Eif4e3
TSHZ1	Tshz1
SLC38A2	Slc38a2
SLC38A9	Slc38a9
STRAP	Strap
SLC38A8	Slc38a8
SLC38A7	Slc38a7
SLC38A6	Slc38a6
GMIP	Gmip
PPL	Ppl
GSTK1	Gstk1
MNS1	Mns1
PRPS1L1	Prps1l1
STRBP	Strbp
DDIAS	Ddias
EWSR1	Ewsr1
TOMM40	Tomm40
WRAP73	Wrap73
RHOT1	Rhot1
RHOT2	Rhot2
EIF4E2	Eif4e2
DAP3	Dap3
PRX	Prx
EPS15L1	Eps15l1
TTLL13	Ttll13
TTLL12	Ttll12
TTLL11	Ttll11
NFATC2IP	Nfatc2ip
CNTNAP3	Cntnap3
ACYP2	Acyp2
CNTNAP2	Cntnap2
ACYP1	Acyp1
CNTNAP1	Cntnap1
PRL	Prl
NOL6	Nol6
NOL4	Nol4
NOL3	Nol3
DAW1	Daw1
CNTNAP4	Cntnap4
CNTNAP5	Cntnap5a
NOL9	Nol9
NOL8	Nol8
NOL7	Nol7
ECT2	Ect2
SACM1L	Sacm1l
SHCBP1L	Shcbp1l
EIF4G1	Eif4g1
KIAA0100	2610507B11Rik
EIF4G2	Eif4g2
EIF4G3	Eif4g3
TTLL10	Ttll10
KIAA1199	9930013L23Rik
PSD	Psd
WRAP53	Wrap53
KIAA1191	4833439L19Rik
GSTP1	Gstp1
CTNND2	Ctnnd2
KIAA0101	2810417H13Rik
CTNND1	Ctnnd1
KRT9	Krt9
KRT5	Krt5
CENPA	Cenpa
GP1BB	Gp1bb
CENPB	Cenpb
KRT7	Krt7
CENPC	Cenpc1
KRT8	Krt8
PTH	Pth
KRT1	Krt1
KYAT1	Kyat1
PTN	Ptn
KRT2	Krt2
GSTO2	Gsto2
SUCNR1	Sucnr1
GP1BA	Gp1ba
KYAT3	Kyat3
KRT4	Krt4
GSTO1	Gsto1
PTS	Pts
CENPO	Cenpo
FAM50A	Fam50a
FAM50B	Fam50b
CENPN	Cenpn
CENPM	Cenpm
CENPL	Cenpl
CENPS	Apitd1
CENPQ	Cenpq
CENPP	Cenpp
CENPF	Cenpf
CENPE	Cenpe
CENPK	Cenpk
CENPJ	Cenpj
CENPI	Cenpi
CENPH	Cenph
GMFB	Gmfb
ANXA10	Anxa10
GMFG	Gmfg
ANXA11	Anxa11
CENPV	Cenpv
CENPW	Cenpw
ANXA13	Anxa13
CENPT	Cenpt
CENPU	Cenpu
CENPX	Cenpx
KLRC2	Klrc1
HRAS	Hras
GBGT1	Gbgt1
OR8S1	Olfr283
SHKBP1	Shkbp1
RUNDC1	Rundc1
AQP11	Aqp11
LTB4R	Ltb4r1
TMEM52B	Tmem52b
PQBP1	Pqbp1
KLRD1	Klrd1
KLRB1	Klrb1
VWA5A	Vwa5a
ZNF506	Zfp71-rs1
ZNF507	Zfp507
OLFML2B	Olfml2b
OLFML2A	Olfml2a
ZNF503	Zfp503
ESPL1	Espl1
HLA-DQA1	H2-Aa
NCAPD3	Ncapd3
NCAPD2	Ncapd2
SSTR4	Sstr4
SSTR5	Sstr5
NPC1	Npc1
SSTR2	Sstr2
NPC2	Npc2
SSTR3	Sstr3
SSTR1	Sstr1
BACE2	Bace2
BACE1	Bace1
KLRC1	Klrc1
KIAA1107	A830010M20Rik
CPSF3L	Cpsf3l
ZNF519	Zfp386
HSPBAP1	Hspbap1
KIAA1109	4932438A13Rik
PLCXD3	Plcxd3
ZNF516	Zfp516
OR8U9	Olfr1044
TNRC18	Tnrc18
ACSBG2	Acsbg2
ZNF511	Zfp511
OR8U1	Olfr1044
ZNF512	Zfp512
SPINLW1-WFDC6	Spinlw1
ACSBG1	Acsbg1
ZNF513	Zfp513
ALCAM	Alcam
TMEM50B	Tmem50b
TMEM50A	Tmem50a
VWA5B2	Vwa5b2
NCAPG2	Ncapg2
VWA5B1	Vwa5b1
AHNAK2	LOC100503606
FGL2	Fgl2
FGL1	Fgl1
KIF1BP	Kif1bp
RECQL4	Recql4
SSSCA1	Sssca1
VWA3A	Vwa3a
VWA3B	Vwa3b
RECQL5	Recql5
ZNF521	Zfp521
ZNF524	Zfp524
ZNF526	Zfp526
RAD54L2	Rad54l2
PLCXD2	Plcxd2
PLCXD1	Plcxd1
FGF6	Fgf6
BACH1	Bach1
ZNF536	Zfp536
FGF5	Fgf5
ZAR1	Zar1
FGF8	Fgf8
ERCC6L2	Ercc6l2
FGF7	Fgf7
BACH2	Bach2
LOC645781	Gm14378
ZNF532	Zfp532
LOC388630	Gm12824
FGF9	Fgf9
CUZD1	Cuzd1
DAXX	Daxx
CEACAM19	Ceacam19
CEACAM16	Ceacam16
QKI	Qk
CEACAM18	Ceacam18
FGF1	Fgf1
FGF2	Fgf2
FGF3	Fgf3
FGF4	Fgf4
CEACAM20	Ceacam20
CEACAM21	Ceacam1
ZNF541	Zfp541
TCTE3	Tcte3
TCTE1	Tcte1
KIAA1161	AI464131
KSR2	Ksr2
KLRG1	Klrg1
KLRG2	Klrg2
CKAP2L	Ckap2l
OSBPL10	Osbpl10
OSBPL11	Osbpl11
ZNF551	Zfp551
NCAPH2	Ncaph2
KSR1	Ksr1
SSU72	Ssu72
HLA-DQB1	H2-Ab1
ESPNL	Espnl
MEIG1	Meig1
ZNF558	Zfp558
FGGY	Fggy
KIAA1147	E330009J07Rik
NPAT	Npat
DAZL	Dazl
ZNF563	Zfp563
ZNF566	Zfp566
DAZ2	Dazl
ZNF565	Zfp84
ZNF568	Zfp568
EPPK1	Eppk1
ZNF567	Zfp300
ZNF569	Zfp74
QPCT	Qpct
KIAA1143	1110059G10Rik
ZNF571	Zfp53
SRP14	Srp14
ZNF583	Zfp583
ZNF580	Zfp580
DBF4	Dbf4
ERMARD	Ermard
SRP19	Srp19
OR8K1	Olfr1046
GHITM	Ghitm
OR8K5	Olfr1008
OR8K3	Olfr1047
EPPIN	Eppin
ZNF579	Zfp579
ZNF574	Zfp574
ZNF575	Zfp575
POU2AF1	Pou2af1
ZNF593	Zfp593
ZNF592	Zfp592
GABPA	Gabpa
CHODL	Chodl
C20orf11	2310003C23Rik
PNPLA2	Pnpla2
PNPLA1	Pnpla1
PNPLA3	Pnpla3
PNPLA6	Pnpla6
PNPLA5	Pnpla5
PNPLA7	Pnpla7
PNPLA8	Pnpla8
OR8J1	Olfr1045
IGBP1	Igbp1
FGD2	Fgd2
FGD1	Fgd1
HDLBP	Hdlbp
C20orf24	1110008F13Rik
C20orf27	1700037H04Rik
FHDC1	Fhdc1
MEIS1	Meis1
C20orf20	1600027N09Rik
MEIS3	Meis3
C20orf30	5730494N06Rik
MEIS2	Meis2
OSBPL1A	Osbpl1a
GRID2IP	Grid2ip
ZNF597	Zfp597
ZNF598	Zfp598
PALB2	Palb2
FGD5	Fgd5
FGD6	Fgd6
GABRQ	Gabrq
FGD3	Fgd3
GABRP	Gabrp
FGD4	Fgd4
GABRD	Gabrd
ARL14EP	Arl14ep
GABRE	Gabre
TMEM59L	Tmem59l
VAC14	Vac14
BFSP1	Bfsp1
BFSP2	Bfsp2
FURIN	Furin
EFHB	Efhb
LOC100505841	1700034E13Rik
C20orf43	2410001C21Rik
LTN1	Ltn1
NIPSNAP3A	Nipsnap3a
NIPSNAP3B	Nipsnap3b
SUCLA2	Sucla2
OR8G1	Olfr44
IZUMO1R	Izumo1r
MEIOC	Meioc
MEIOB	Meiob
ETV3L	Etv3l
TSPEAR	Tspear
CLCNKA	Clcnka
CLCNKB	Clcnkb
NSUN7	Nsun7
SMOC2	Smoc2
NSUN6	Nsun6
HRH1	Hrh1
FAM8A1	C78339
HRH3	Hrh3
HRH2	Hrh2
SMOC1	Smoc1
HRH4	Hrh4
OR8I2	Olfr1104
C20orf72	8430406I07Rik
NFATC4	Nfatc4
NSUN3	Nsun3
NFATC2	Nfatc2
GPNMB	Gpnmb
NSUN2	Nsun2
NFATC3	Nfatc3
NSUN5	Nsun5
NSUN4	Nsun4
NFATC1	Nfatc1
VSTM2B	Vstm2b
NOX4	Nox4
EFL1	Efl1
NOX3	Nox3
ECT2L	Ect2l
C20orf79	1700010M22Rik
VSTM2A	Vstm2a
OR8G2	Olfr229
NOX1	Nox1
DBC1	Dbc1
TMEM55B	Tmem55b
TMEM55A	Tmem55a
VSTM2L	Vstm2l
C20orf85	1700021F07Rik
CABIN1	Cabin1
GDF11	Gdf11
GDF10	Gdf10
OR8H1	Olfr1099
GDF15	Gdf15
ADAMDEC1	Adamdec1
DZIP3	Dzip3
DZIP1	Dzip1
AURKC	Aurkc
AURKA	Aurka
LOC646862	2310014L17Rik
AURKB	Aurkb
SZT2	Szt2
TEX22	Tex22
TEX29	Tex29
PLA1A	Pla1a
TEX28	Tex28
PSENEN	Psenen
TEX26	Tex26
GPT2	Gpt2
MATN2	Matn2
DBNL	Dbnl
MATN3	Matn3
MATN4	Matn4
RAN	Ran
MATN1	Matn1
TMEM200A	Tmem200a
TMEM200B	Tmem200b
TMEM200C	Tmem200c
SYNJ2BP	Synj2bp
PRDM8	Prdm8
TEX30	Tex30
TEX33	Tex33
PRDM9	Prdm9
PRDM4	Prdm4
PRDM6	Prdm6
OR8B8	Olfr145
PRDM5	Prdm5
NPTN	Nptn
TEX38	Tex38
PRDM2	Prdm2
PRDM1	Prdm1
OR8B4	Olfr878
TEX35	Tex35
KIF26A	Kif26a
DBN1	Dbn1
TEX34	4933400C05Rik
TEX37	Tex37
TEX36	Tex36
KIF26B	Kif26b
LALBA	Lalba
OLFM4	Olfm4
TEX44	Tex44
TEX43	Tex43
TEX48	1700018C11Rik
FAM92A1	Fam92a
TEX47	Tex47
TEX46	4930549C01Rik
TEX45	1700019B03Rik
OLFM3	Olfm3
FCHO2	Fcho2
OLFM2	Olfm2
OLFM1	Olfm1
FCHO1	Fcho1
LOC646851	4933432B09Rik
NCKAP1	Nckap1
NPVF	Npvf
NCKAP5	Nckap5
OR8D1	Olfr26
GOSR2	Gosr2
OR8D2	Olfr924
GOSR1	Gosr1
GNB2L1	Gnb2l1
OR8D4	Olfr985
KCNJ16	Kcnj16
KCNJ15	Kcnj15
PPARA	Ppara
PPARD	Ppard
NPNT	Npnt
PPARG	Pparg
KCNJ10	Kcnj10
KCNIP2	Kcnip2
KCNJ12	Kcnj12
HVCN1	Hvcn1
KCNJ11	Kcnj11
KCNIP1	Kcnip1
ARL2BP	Arl2bp
KCNIP4	Kcnip4
KCNJ14	Kcnj14
KCNJ13	Kcnj13
KCNIP3	Kcnip3
GPX2	Gpx2
GPX1	Gpx1
HSPH1	Hsph1
DTHD1	Dthd1
GPX6	Gpx6
SLC24A4	Slc24a4
GPX5	Gpx5
SLC24A3	Slc24a3
GPX4	Gpx4
SLC24A2	Slc24a2
SLC24A1	Slc24a1
GPX3	Gpx3
GPX8	Gpx8
GPX7	Gpx7
RBBP5	Rbbp5
RBBP4	Rbbp4
PALD1	Pald1
SLC24A5	Slc24a5
SLC24A6	Slc24a6
INCA1	Inca1
RBBP7	Rbbp7
RBBP6	Rbbp6
RBBP9	Rbbp9
RBBP8	Rbbp8
AMIGO1	Amigo1
RAB11FIP4	Rab11fip4
RAB11FIP5	Rab11fip5
AMIGO2	Amigo2
AMIGO3	Amigo3
RAB11FIP2	Rab11fip2
AQPEP	4833403I15Rik
RAB11FIP3	Rab11fip3
NPPC	Nppc
NPPB	Nppb
RIPPLY1	Ripply1
RIPPLY2	Ripply2
RIPPLY3	Ripply3
LTV1	Ltv1
RAB11FIP1	Rab11fip1
NPPA	Nppa
LOC100505767	4933411G11Rik
KIAA0494	4732418C07Rik
KIF21A	Kif21a
KIF21B	Kif21b
FAM89A	Fam89a
FAM89B	Fam89b
HSPG2	Hspg2
NPR1	Npr1
NPR2	Npr2
NPR3	Npr3
ATMIN	Atmin
TEX12	Tex12
TEX14	Tex14
TEX15	Tex15
TEX19	Tex19.2
KIF20B	Kif20b
TEX10	Tex10
TEX11	Tex11
KIF20A	Kif20a
SNCAIP	Sncaip
PKMYT1	Pkmyt1
COLCA2	Gm684
MS4A1	Ms4a1
MS4A2	Ms4a2
MS4A8	Ms4a8a
MS4A7	Ms4a7
EDDM3B	Eddm3b
C2CD2	C2cd2
C2CD3	C2cd3
C2CD5	C2cd5
MS4A3	Ms4a3
C2CD6	Als2cr11
MS4A5	Ms4a5
RNMTL1	Rnmtl1
MRPS18C	Mrps18c
MRPS18B	Mrps18b
MRPS18A	Mrps18a
PAM16	Pam16
AKAP5	Akap5
AKAP6	Akap6
AKAP7	Akap7
AKAP8	Akap8
AKAP1	Akap1
AKAP2	Akap2
FAM86A	Fam86
UBAP1L	Ubap1l
AKAP3	Akap3
AKAP4	Akap4
GPN1	Gpn1
GPN2	Gpn2
GPN3	Gpn3
TARM1	Tarm1
DBX2	Dbx2
NPM2	Npm2
NPM1	Npm1
NPM3	Npm3
UBAP2L	Ubap2l
DBX1	Dbx1
UACA	Uaca
FAM84A	Fam84a
FAM84B	Fam84b
PUF60	Puf60
KIAA0430	4921513D23Rik
FAM83D	Fam83d
FAM83C	Fam83c
FAM83B	Fam83b
RANBP9	Ranbp9
FAM83A	Fam83a
EMID1	Emid1
EMID2	Emid2
RANBP6	Ranbp6
CPSF4L	Cpsf4l
RANBP3	Ranbp3
MKKS	Mkks
DBR1	Dbr1
RANBP1	Ranbp1
RANBP2	Ranbp2
MKL2	Mkl2
FAM83H	Fam83h
MKL1	Mkl1
FAM83G	Fam83g
NPFF	Npff
FAM83F	Fam83f
ELMSAN1	Elmsan1
FAM83E	Fam83e
PALLD	Palld
RTTN	Rttn
MYT1L	Myt1l
FAM82B	Fam82b
ARCN1	Arcn1
MATR3	Matr3
SHCBP1	Shcbp1
GPRC5D	Gprc5d
GPRC5C	Gprc5c
GPR6	Gpr6
HCFC1	Hcfc1
HCFC2	Hcfc2
AKAP9	Akap9
PALMD	Palmd
GPRC5B	Gprc5b
GPRC5A	Gprc5a
GPR1	Gpr1
GPR4	Gpr4
GPR3	Gpr3
TNRC6C	Tnrc6c
FAM81B	Fam81b
FAM81A	Fam81a
OXCT1	Oxct1
KIAA0408	9330159F19Rik
SLC39A9	Slc39a9
PALM2	Palm2
SLC39A8	Slc39a8
OXCT2	Oxct2b
PALM3	Palm3
SLC39A7	Slc39a7
ZNF609	Zfp609
SLC39A6	Slc39a6
POM121C	Pom121
SLC39A5	Slc39a5
ZNF608	Zfp608
TNRC6B	Tnrc6b
PHF20L1	Phf20l1
SLC39A4	Slc39a4
SLC39A3	Slc39a3
ZNF606	Zfp606
TNRC6A	Tnrc6a
ZNF605	Zfp605
SLC39A2	Slc39a2
SLC39A1	Slc39a1
GPS1	Gps1
GPRC6A	Gprc6a
GPS2	Gps2
KIAA0415	C330006K01Rik
LTA4H	Lta4h
CHRNA10	Chrna10
CCZ1B	Ccz1
SCAF1	Scaf1
RP1	Rp1
SCAF4	Scaf4
RP2	Rp2
PLPPR4	Plppr4
ZNF639	Zfp639
PLPPR5	Plppr5
RP9	Rp9
PLPPR2	Plppr2
H1FX	H1fx
PLPPR3	Plppr3
PLPPR1	Plppr1
HIST1H2BM	Hist1h2bh
BRPF1	Brpf1
HIST1H2BN	Hist1h2br
HIST1H2BK	Hist2h2be
BRPF3	Brpf3
HIST1H2BL	Hist1h2bj
TIGD2	Tigd2
TIGD3	Tigd3
TIGD4	Tigd4
TIGD5	Tigd5
H1F0	H1f0
ZNF641	Zfp641
ZNF642	Zfp69
ZNF644	Zfp644
GPER	Gpr30
ZNF646	Zfp646
ZNF48	Zfp553
ZNF648	Zfp648
COLEC10	Colec10
COLEC12	Colec12
COLEC11	Colec11
MKS1	Mks1
RPS18	Rps18
RPS19	Rps19
RPS16	Rps16
RPS17	Rps17
RPS14	Rps14
SYCN	Sycn
RPS15	Rps15
RPS12	Gm10279
RPS13	Rps13
RPS10	Rps10
RPS11	Rps11
SCAF8	Scaf8
ZNF41	Zfp534
RTP3	Rtp3
RTP2	Rtp2
RTP4	Rtp4
HLA-DRB1	H2-Eb1
ZNF76	Zfp523
RTP1	Rtp1
ZNF618	Zfp618
ZNF616	Zfp945
KIAA1009	4922501C03Rik
RPS25	Rps25
RPS26	Rps26
RPS27	Rps27
RPS28	Rps28
RPS29	Rps29
SYBU	Sybu
DIABLO	Diablo
RPS20	Rps20
RCHY1	Rchy1
RPS21	Rps21
SPIN2A	Gm14757
ARHGEF10L	Arhgef10l
RPS23	Rps23
TIGAR	Tigar
RPS24	Rps24
ZNF622	Zfp622
GPD2	Gpd2
GPD1	Gpd1
ZNF623	Zfp623
ZNF624	Zfp26
ZNF627	Zfp867
ZNF628	Zfp628
ZNF629	Zfp629
RPE	Rpe
CMYA5	Cmya5
TMEM41A	Tmem41a
TMEM41B	Tmem41b
RTN4	Rtn4
STOX1	Stox1
ZNF18	Zkscan6
ENOX2	Enox2
ZNF12	Zfp12
RTN1	Rtn1
STOX2	Stox2
RTN2	Rtn2
ZNF14	Zfp709
RTN3	Rtn3
ZNF683	Gm13060
KIAA1033	A230046K03Rik
MICAL1	Mical1
KRT222	Krt222
CLDND2	Cldnd2
CLDND1	Cldnd1
MBLAC2	Mblac2
MBLAC1	Mblac1
CMKLR1	Cmklr1
MICAL2	Mical2
MICAL3	Mical3
PTF1A	Ptf1a
ZNF687	Zfp687
ZNF689	Zfp689
ZNF688	Zfp688
UMODL1	Umodl1
ZNF691	Zfp691
ZNF692	Zfp692
KIAA1024	AF529169
CAND2	Cand2
CAND1	Cand1
RNPEP	Rnpep
ENOX1	Enox1
RTL6	Ldoc1l
HIST1H2AC	Hist1h2aa
SPINK13	Spink13
HIST1H2AA	Hist1h2ak
RTL9	Rgag1
RTL3	Zcchc5
HIST1H2AG	Hist1h2ao
SPINK14	Spink14
RTL4	Zcchc16
HIST1H2AD	Hist1h2ah
RTL5	Rgag4
HIST1H2AE	Hist1h2ae
RTKN	Rtkn
ZNF35	Zfp105
EEA1	Eea1
BCCIP	Bccip
RTL1	Rtl1
ZNF655	Zfp655
ZNF654	Zfp654
ZNF653	Zfp653
OR9Q1	Olfr1500
ZNF652	Zfp652
ZNF32	Zfp637
OR9Q2	Olfr1497
ZNF660	Gm8008
GPHN	Gphn
PITRM1	Pitrm1
HIST1H2BA	Hist1h2ba
HIST1H2BB	Hist1h2bb
HIST1H2BC	Hist1h2bg
HIST1H2BD	Hist1h2bm
ZNF28	Gm4944
HIST1H2BH	Hist1h2bp
ZNF667	Zfp667
ZNF25	Zfp9
ZNF668	Zfp668
ZNF20	Gm19812
ZNF22	Zfp422
ZNF664	Zfp664
ZNF23	Zfp612
RPRML	Rprml
RLF	Rlf
APOPT1	Apopt1
ZNF672	Zfp672
SYF2	Syf2
ADGRL1	Adgrl1
ADGRL2	Adgrl2
ADGRL3	Adgrl3
KIAA1045	N28178
ADGRL4	Adgrl4
RETNLB	Retnlb
GMPR2	Gmpr2
ENPEP	Enpep
BATF	Batf
RGN	Rgn
RGR	Rgr
FLVCR2	Mfsd7c
FLVCR1	Mfsd7b
RET	Ret
SPTLC1	Sptlc1
LDOC1L	Ldoc1l
SPTLC2	Sptlc2
SPTLC3	Sptlc3
EEF2	Eef2
PLK1S1	Plk1s1
HSPB9	Hspb9
HSPB6	Hspb6
RFK	Rfk
HSPB8	Hspb8
HSPB7	Hspb7
HSPB2	Hspb2
HSPB1	Hspb1
HSPB3	Hspb3
MPLKIP	Mplkip
GMPPB	Gmppb
ZNF697	Zfp697
GMPPA	Gmppa
HSPE1	Hspe1
SH3TC2	Sh3tc2
SH3TC1	Sh3tc1
WAPAL	Wapal
RHD	Rhd
GLYCTK	Glyctk
TIGIT	Tigit
OVOS	BC048546
EEF2KMT	Eef2kmt
RNPC3	Rnpc3
HSPD1	Hspd1
RHO	Rho
FOSL2	Fosl2
LGALS9B	Lgals9
BAP1	Bap1
CHPF2	Chpf2
KRTAP13-2	Krtap13-1
KRTAP13-1	Krtap13-1
GPC4	Gpc4
GPC5	Gpc5
ALAS1	Alas1
GPC2	Gpc2
RASA4B	Rasa4
ALAS2	Alas2
GPC3	Gpc3
GPC6	Gpc6
RTF1	Rtf1
FOSL1	Fosl1
GPC1	Gpc1
RAX	Rax
KTN1	Ktn1
BANP	Banp
RB1	Rb1
RPS4X	Rps4x
SLC9A3R1	Slc9a3r1
SLC9A3R2	Slc9a3r2
M6PR	M6pr
ADGRV1	Adgrv1
5-Sep	5-Sep
TREM1	Trem1
TREM2	Trem2
GPAM	Gpam
STON2	Ston2
TAPT1	Tapt1
STON1	Ston1
RDX	Rdx
PKD1L1	Pkd1l1
PKD1L2	Pkd1l2
PKD1L3	Pkd1l3
HSPA2	Hspa2
REL	Rel
REN	Ren1
B4GALNT2	B4galnt2
B4GALNT3	B4galnt3
HSPA4	Hspa4
B4GALNT4	B4galnt4
NEDD4L	Nedd4l
HSPA5	Hspa5
RTCA	Rtca
HSPA8	Hspa8
RTCB	Rtcb
B4GALNT1	B4galnt1
HSPA9	Hspa9
TMEM45A	Tmem45a
TMEM45B	Tmem45b
ASIC4	Asic4
ASIC5	Asic5
ASIC2	Asic2
OR9G1	Olfr1014
ASIC3	Asic3
OR9G4	Olfr1006
ASIC1	Asic1
RD3	Rd3
SMPD1	Smpd1
SMPD5	Gm10345
SMPD4	Smpd4
MIF4GD	Mif4gd
SMPD3	Smpd3
FEZ2	Fez2
FEZ1	Fez1
SMPD2	Smpd2
ADGRA3	Adgra3
RAD51D	Rad51d
SYT1	Syt1
RAD51C	Rad51c
RAD51B	Rad51b
SYT4	Syt4
SYT5	Syt5
SYT2	Syt2
SYT3	Syt3
PTPN23	Ptpn23
SYT8	Syt8
SYT9	Syt9
PTPN22	Ptpn22
SYT6	Syt6
PTPN21	Ptpn21
PTPN20	Ptpn20
SYT7	Syt7
GOT2	Got2
KIF13A	Kif13a
DCPS	Dcps
BAK1	Bak1
GOT1	Got1
HOMER3	Homer3
ADGRB1	Adgrb1
ADGRB3	Adgrb3
ADGRB2	Adgrb2
KIF13B	Kif13b
BRP44	Brp44
SUCLG2	Suclg2
SUCLG1	Suclg1
TBRG4	Tbrg4
